quantity,unit,ingredient,ingredient_step,recipe_id
4,cl,orange juice,3,556
0.75,oz,genever,0,557
0.75,oz,st. germain,1,557
0.75,oz,aperol,2,557
0.75,oz,lemon juice,3,557
1,oz,tequila,0,558
1,oz,melon liqueur,1,558
4,oz,grapefruit juice,2,558
1 1/2,oz,irish whiskey,0,559
3/4,oz,crème de menthe,1,559
2,oz,heavy cream,2,559
,,maraschino cherry,3,559
2,,pineapple wedges (one with skin and one without),0,560
2,,orange slices,1,560
2,,lemon wedges,2,560
0.5,oz,maraschino liqueur,3,560
3,oz,medium sherry,4,560
0.5,oz,lemon juice,5,560
2,oz,orange juice,6,560
,,"muddle skinless pineapple wedge, 1 orange piece, 1 lemon piece with maraschino liqueur",7,560
,,add sherry and juices,8,560
4,oz,sherry,0,561
1,tbsp,p. sugar,1,561
2,,or 3 orange slices,2,561
4,oz,lustau amontillado sherry,0,562
0.5,oz,cane syrup [or 2 tsp. sugar],1,562
2,,orange slices,2,562
2,oz,gold tequila,0,563
1/2,oz,apricot brandy,1,563
1 1/2,oz,lime juice,2,563
3,oz,grapefruit juice,3,563
1/4,oz,maraschino cherry juice (from a jar of cherries),4,563
,,lime wedge,5,563
5,cl,cognac,0,564
2,cl,triple sec,1,564
2,cl,lemon juice,2,564
2,oz,remy martin vsop cognac,0,565
0.75,oz,cointreau,1,565
0.75,oz,lemon juice,2,565
0.25,,simple syrup,3,565
1 1/2,oz,tequila,0,566
1 1/2,oz,white crème de cacao,1,566
1,oz,heavy cream,2,566
1/4,oz,chambord,3,566
,pinch,of cinnamon,4,566
1 1/2,oz,gin,0,567
3/4,oz,kümmel,1,567
3/4,oz,lemon juice,2,567
,,lemon twist,3,567
3,cl,gin,0,568
1.5,cl,cherry liqueur,1,568
0.75,cl,cointreau,2,568
0.75,cl,dom bndictine,3,568
12.0,cl,pineapple juice,4,568
1.5,cl,lime juice,5,568
1,cl,grenadine,6,568
1,dash,angostura bitters,7,568
2,oz,melon liqueur,0,569
6,oz,cranberry juice,1,569
,,lemon twist,2,569
1 1/2,oz,baileys irish cream,0,570
1 1/2,oz,sambuca,1,570
1,tbsp,p. sugar syrup,0,571
,,juice of 1 lemon,1,571
1.5,,jiggers gin,2,571
1,oz,plymouth sloe gin,0,572
1,oz,plymouth gin,1,572
0.75,oz,lemon juice,2,572
0.25,oz,simple syrup,3,572
,,add 3 oz. club soda,4,572
2.5,oz,sloe gin,0,573
1,oz,lemon juice,1,573
0.5,oz,simple syrup,2,573
,cl,ub soda,3,573
1,tsp,powdered white sugar,0,574
3,dash,es lemon juice,1,574
2,oz,holland gin,2,574
,,ruby fizz,0,575
,,the juice of 1/2 lemon,1,575
1/2,tbsp,p. powdered sugar,2,575
1,,egg white,3,575
2,dash,es raspberry or grenadine syrup,4,575
1,,glass sloe gin [2 oz],5,575
1 1/2,oz,sloe gin,0,576
1 1/2,oz,orange juice,1,576
1,oz,tequila,0,577
1/2,oz,sloe gin,1,577
1/2,oz,lime juice,2,577
,,cucumber peel strip,3,577
2,oz,coffee liqueur,0,578
1 1/2,oz,heavy cream,1,578
2,oz,blended canadian whisky or bourbon,0,579
1/4,oz,dry vermouth,1,579
1/4,oz,dubonnet rouge,2,579
1/2,oz,orange juice,3,579
1/2,,lime,0,580
1,oz,tequila,1,580
3/4,oz,kahlúa (or tia maria),2,580
2,oz,plymouth gin,0,581
0.75,oz,lemon juice,1,581
0.75,oz,simple syrup,2,581
4,,mint leaves,3,581
2,,sprigs mint,0,582
2,,lime pieces,1,582
0.25,oz,lime juice,2,582
1,oz,simple syrup,3,582
2,oz,gin,4,582
2,oz,gin,0,583
1,oz,lime,1,583
0.75,oz,simple syrup,2,583
,,small handful mint,3,583
2,oz,mezcal,0,584
1,oz,grand marnier,1,584
,pinch,of instant coffee,2,584
2,oz,spiced rum (such as captain morgan),0,585
1/2,oz,chocolate liqueur (such as godiva),1,585
,,orange twist,2,585
,,maraschino cherry,3,585
6,cl,prosecco,0,586
4,cl,aperol,1,586
,,splash of soda water,2,586
5,cl,cognac,0,587
2,cl,crme de menthe (white),1,587
2,oz,tequila,0,588
1/2,oz,cointreau,1,588
1/2,oz,strawberry liqueur,2,588
1/2,oz,lime juice,3,588
2,,"to 3 sliced, hulled strawberries",4,588
1,,strawberry,5,588
1,,lime wheel,6,588
1 1/2,oz,lemon-flavored vodka,0,589
1,oz,midori (or other melon-flavored liqueur),1,589
1,oz,grapefruit juice,2,589
2,oz,"rye, bourbon, or blended canadian whisky",0,590
1,oz,sweet vermouth,1,590
2,,to 3 dashes angostura bitters,2,590
,,lemon twist,3,590
,,* 2 fuji apple slices,0,591
,,* 2 oz. old overholt rye whiskey,1,591
,,* 0.5 oz. dolin dry vermouth,2,591
,,* 0.5 oz. amaro nonino,3,591
,,* 1 tsp maple syrup,4,591
1 1/2,oz,gin,0,592
1/2,oz,campari,1,592
1/2,oz,sweet vermouth,2,592
1,oz,pink grapefruit juice,3,592
,,orange twist,4,592
2,oz,silver tequila,0,593
1,oz,lime juice,1,593
,dash,of grenadine,2,593
,dash,of orange flower water,3,593
1 1/2,oz,tequila,0,594
1/4,oz,kahlúa,1,594
2,oz,pineapple juice,2,594
3/4,oz,heavy cream,3,594
1/4,oz,coconut cream,4,594
2,oz,silver tequila,0,595
1,oz,lime juice,1,595
1,teaspoon,sugar,2,595
2,,to 3 ounces chilled club soda,3,595
2,oz,silver tequila,0,596
1,oz,pernod,1,596
1/2,oz,lemon juice,2,596
2,oz,silver tequila,0,597
1/2,oz,white crème de menthe,1,597
1,oz,lime juice,2,597
,,thinly sliced lime wheel,3,597
1 1/2,oz,tequila,0,598
3/4,oz,lemon juice,1,598
1/2,oz,simple syrup,2,598
,,maraschino cherry,3,598
4.5,cl,tequila,0,599
9,cl,orange juice,1,599
1.5,cl,grenadine,2,599
1 1/2,oz,silver tequila,0,600
6,oz,orange juice,1,600
1/2,oz,grenadine (or chambord),2,600
1 1/2,oz,josé cuervo especial tequila,0,601
1/2,oz,grand marnier,1,601
1/2,oz,cointreau,2,601
,,orange slice,3,601
2,oz,good-quality silver tequila,0,602
2,,to 3 dashes dry vermouth,1,602
,dash,of angostura bitters,2,602
,,lemon twist,3,602
1/4,oz,cabernet sauvignon,0,603
1 1/2,oz,premium silver tequila,1,603
,,lime peel spiral,2,603
1.75,oz,bulleit bourbon,0,604
0.75,oz,campari,1,604
0.5,oz,dolin sweet vermouth,2,604
0.25,oz,st. george nola coffee liqueur,3,604
1.5,oz,amber martinician rhum,0,605
0.5,oz,demerara rum,1,605
0.5,oz,lime juice,2,605
0.5,oz,orange juice,3,605
0.5,oz,honey mix [1:1 honey syrup],4,605
0.5,oz,falernum,5,605
0.25,oz,pimento dram,6,605
6,oz,crushed ice,7,605
1 1/2,oz,malibu rum (or other coconut-flavored rum),0,606
1,oz,blue curaçao,1,606
3/4,oz,lime juice,2,606
1/2,oz,amaretto,3,606
1,tablespoon,coconut cream,4,606
1,teaspoon,superfine sugar,5,606
,,lime slice,6,606
,,small orchid,7,606
1,oz,dark rum,0,607
1,oz,brandy,1,607
4,oz,half-and-half,2,607
2,tsp,sugar,3,607
,,freshly grated or ground nutmeg,4,607
1,oz,reposado tequila,0,608
1/2,oz,kahlúa,1,608
1/2,oz,baileys irish cream,2,608
1 1/2,oz,cold espresso,3,608
,pinch,of ground cinnamon,4,608
,,a tequila take on the sidecar.,0,609
,,lemon wedge,1,609
,,sugar,2,609
2,oz,reposado tequila,3,609
1,oz,lemon juice,4,609
1,oz,orange juice,5,609
1,oz,cointreau,6,609
1/2,oz,simple syrup,7,609
,,lemon twist,8,609
2 1/2,oz,pineapple-infused rum (see page 247),0,610
1/2,oz,maraschino liqueur,1,610
1/2,oz,thai coconut milk,2,610
2,oz,mango juice,3,610
1,oz,amaretto,0,611
1,oz,kahlúa,1,611
1,oz,heavy cream,2,611
1 1/2,oz,malibu rum,0,612
1,oz,thai coconut milk,1,612
1/4,oz,goldschläger cinnamon schnapps,2,612
,,ground cinnamon,3,612
,,range blossom,4,612
,,lime wedge,0,613
1/4,teaspoon,grated ginger,1,613
1/2,teaspoon,wasabi (or prepared horseradish),2,613
1/2,teaspoon,minced garlic,3,613
4,dash,es soy sauce,4,613
1/2,oz,lemon juice,5,613
,pinch,of freshly cracked pepper,6,613
2,oz,vodka (or pepper-flavored vodka) 3 ounces chilled tomato juice,7,613
,,lemongrass stalk,8,613
1,,egg,0,614
.5,oz,simple syrup,1,614
1,oz,dark rum,2,614
1,oz,cognac/brandy(/monica?),3,614
,,hot water/milk,4,614
,,grated nutmeg,5,614
4.5,cl,tequila,0,615
1.5,cl,freshly squeezed lime juice,1,615
2,,bar spoons of agave nectar,2,615
1 1/2,oz,silver tequila,0,616
1/2,oz,white crème de cacao,1,616
,,whipped cream,2,616
,,unsweetened cocoa powder,3,616
2,oz,rittenhouse 100 rye,0,617
0.5,oz,fernet-branca,1,617
1,tsp,demerara syrup,2,617
3,cl,old tom gin,0,618
3,cl,dry vermouth,1,618
1/2,,bar spoon maraschino,2,618
1/4,,bar spoon absinthe,3,618
3,dash,es orange bitters,4,618
1,oz,white rum,0,619
0.5,oz,brandy,1,619
0.5,oz,rye whiskey,2,619
0.5,oz,lemon juice,3,619
0.5,oz,grenadine,4,619
2,oz,rye,0,620
1/2,oz,bénédictine,1,620
1/4,oz,lemon juice,2,620
1/4,oz,lime juice,3,620
1/4,oz,simple syrup,4,620
,,thin slice of lemon,5,620
1 1/2,oz,silver tequila,0,621
2,oz,tomato juice,1,621
1,oz,orange juice,2,621
1,teaspoon,honey,3,621
1/2,oz,lime juice,4,621
1,tablespoon,diced onion,5,621
1,teaspoon,diced jalapeño chile,6,621
2,,to 3 dashes worcestershire sauce,7,621
,,lime wedge,8,621
,,jalapeño chile slice,9,621
1,oz,cointreau,0,622
1,oz,white crème de cacao,1,622
1/2,oz,brandy,2,622
1,oz,heavy cream,3,622
1 1/2,oz,rhum barbancourt,0,623
1/2,oz,pernod (or other absinthe substitute),1,623
1/2,oz,amaretto,2,623
1/4,cup,softened vanilla ice cream,3,623
,,freshly grated or ground nutmeg,4,623
,,chocolate shavings,5,623
2,oz,gin,0,624
1,oz,cointreau,1,624
1/4,oz,simple syrup,2,624
,dash,of peychaud’s bitters,3,624
8,,raspberries,4,624
2,oz,vodka,0,625
1,oz,banana liqueur,1,625
3,,to 5 ounces chilled ginger ale,2,625
1/2,teaspoon,bénédictine,0,626
,dash,of peychaud’s bitters,1,626
,dash,of angostura bitters,2,626
1/2,oz,rye,3,626
1/2,oz,cognac,4,626
1/2,oz,sweet vermouth,5,626
,,lemon twist,6,626
1,oz,sazerac 6-year-old rye whiskey,0,627
1,oz,hine v.s.o.p. cognac,1,627
1,oz,carpano antica sweet vermouth,2,627
0.25,oz,bndictine,3,627
1,dash,angostura bitters,4,627
1,dash,peychauds bitters,5,627
1,oz,rye whiskey [bulleit rye],0,628
1,oz,cognac [remy martin vsop],1,628
1,oz,sweet vermouth [dolin rouge],2,628
1,tsp,bndictine,3,628
2,dash,es peychauds bitters,4,628
2,dash,es angostura bitters,5,628
40,ml,bourbon,0,629
20,ml,sweet vermouth,1,629
2.5,ml,maraschino,2,629
3,dash,es angostura bitters,3,629
1,oz,gin,0,630
1,oz,sweet vermouth,1,630
1,oz,campari,2,630
1 1/2,oz,vodka,0,631
1 1/2,oz,rose’s lime juice,1,631
2,oz,vodka,0,632
1/2,oz,dry vermouth,1,632
,,lemon twist (or green cocktail olive),2,632
5,cl,cognac,0,633
2,cl,crme de menthe (white),1,633
1,,to 3 lime wedges,0,634
2,oz,vodka,1,634
3,,to 5 ounces chilled tonic water,2,634
1 1/2,oz,bourbon,0,635
3/4,oz,pernod,1,635
1/2,oz,sweet vermouth,2,635
,dash,of angostura bitters,3,635
1 1/2,oz,bourbon,0,636
1/2,oz,galliano,1,636
1,oz,lemon juice,2,636
1,teaspoon,sugar,3,636
,,mint sprig,4,636
1 1/2,oz,vodka,0,637
3/4,oz,tuaca,1,637
1/4,oz,walnut liqueur,2,637
,,orange twist,3,637
2,oz,rye whiskey,0,638
0.5,oz,lemon juice,1,638
0.5,oz,orange juice,2,638
1,tsp,grenadine,3,638
2,oz,rittenhouse bonded rye whiskey,0,639
0.5,oz,lemon juice,1,639
0.5,oz,orange juice,2,639
0.25,oz,simple syrup,3,639
1,,barspoon al wadi pomegranate molasses,4,639
,,juice of 1 lemon,0,640
1,,barspoon superfine sugar,1,640
3,oz,rye wiskey,2,640
1,,sprig of mint,3,640
2,oz,bourbon whiskey,0,641
1,oz,simple syrup,1,641
0.75,oz,lemon juice,2,641
0.25,oz,grenadine,3,641
2,oz,straight rye whiskey,0,642
1,oz,orange juice,1,642
1,oz,lemon juice,2,642
2,oz,bourbon,0,643
0.5,oz,orange juice,1,643
0.5,oz,lemon juice,2,643
0.5,oz,grenadine,3,643
2,oz,bourbon (or rye),0,644
1,oz,lemon juice,1,644
1,oz,orange juice,2,644
,dash,of grenadine,3,644
,,maraschino cherry,4,644
,,orange slice,5,644
,,lemon slice,6,644
2,oz,bourbon,0,645
,,angostura bitters,1,645
,,sugar cube,2,645
,,orange slice,3,645
,,maraschino cherry,4,645
,,splash of club soda,5,645
,,hot water,6,645
2,qt,s lager,0,646
1,qt,rum,1,646
5,oz,simple syrup,2,646
3,oz,lemon juice,3,646
1,tsp,nutmeg,4,646
1,tsp,ginger,5,646
,,fruit,6,646
0.75,oz,gin,0,647
0.75,oz,creme de violette/yvette,1,647
0.75,oz,cointreau,2,647
0.75,oz,lemon juice,3,647
0.75,oz,plymouth gin,0,648
0.75,oz,rothman & winter creme de violette,1,648
0.75,oz,cointreau,2,648
0.75,oz,lemon juice,3,648
1 1/2,oz,blended whiskey,0,649
3/4,oz,mandarine napoléon liqueur,1,649
1/4,oz,lemon juice,2,649
1/4,oz,simple syrup,3,649
3,,to 5 ounces chilled club soda,4,649
,,orange slice,5,649
1,oz,vodka,0,650
1,oz,melon liqueur,1,650
2,oz,cranberry juice dash of grenadine,2,650
2,oz,dark rum,0,651
3/4,oz,banana liqueur,1,651
1,oz,orange juice,2,651
1,oz,lime juice,3,651
1,oz,pineapple juice,4,651
,,freshly grated or ground nutmeg,5,651
2,oz,blended or other whiskey,0,652
1,oz,lemon juice,1,652
1/2,oz,simple syrup,2,652
3,,to 5 ounces chilled club soda,3,652
,,lemon wedge,4,652
2,oz,blended or other whiskey,0,653
1/2,oz,lime juice,1,653
1/4,oz,simple syrup,2,653
3,,to 5 ounces chilled club soda,3,653
,,lime wedge,4,653
2,oz,bourbon (or blended whiskey),0,654
3/4,oz,lemon juice,1,654
1/2,oz,simple syrup,2,654
,,lemon or orange slice,3,654
,,maraschino cherry,4,654
4.5,cl,bourbon whiskey,0,655
3.0,cl,lemon juice,1,655
1.5,cl,sugar syrup,2,655
1 1/2,oz,vodka,0,656
3/4,oz,crème de cacao,1,656
2,oz,pineapple juice,2,656
3/4,oz,heavy cream,3,656
4,cl,gin,0,657
3,cl,triple sec,1,657
2,cl,lemon juice,2,657
2,oz,vodka,0,658
1,oz,kahlúa,1,658
1,oz,heavy cream,2,658
,,float 1/2 ounce heavy cream on top of a black russian.,3,658
5,cl,cognac,0,659
2,cl,crme de menthe (white),1,659
2,oz,lairds bonded apple brandy,0,660
0.25,oz,yellow chartreuse,1,660
0.25,oz,benedictine,2,660
2,dash,es angostura bitters,3,660
2,,orange wedges,0,661
2,,lemon wedges,1,661
2,oz,bourbon,2,661
.5,oz,cointreau,3,661
2,dash,es chocolate bitters,4,661
,,hot water,5,661
,cl,oves,6,661
1 1/4,oz,vodka,0,662
3/4,oz,peach schnapps,1,662
3,oz,cranberry juice,2,662
1 1/2,oz,blended scotch,0,663
1/2,oz,dry vermouth,1,663
1/2,oz,grapefruit juice,2,663
3,cl,white rum,0,664
1.5,cl,galliano,1,664
1.5,cl,triple sec,2,664
1.5,cl,lime juice,3,664
1,oz,dark rum,0,665
1,oz,light rum,1,665
1/4,oz,tia maria,2,665
1 1/4,oz,orange juice,3,665
1,oz,lime juice,4,665
,,mint sprig,5,665
,,maraschino cherry,6,665
,,variation: substitute 1/2 ounce galliano and 1/2 ounce cointreau for the tia maria and orange juice.,7,665
,,,8,665
3,cl,white rum,9,665
1.5,cl,galliano,10,665
1.5,cl,triple sec,11,665
1.5,cl,lime juice,12,665
1 1/2,oz,vodka,0,666
1/2,oz,galliano,1,666
1/2,oz,lime juice,2,666
1,oz,pineapple juice,3,666
3/4,oz,yellow chartreuse,0,667
3/4,oz,pernod,1,667
3/4,oz,apricot brandy,2,667
2,oz,90 proof rye,0,668
.75,oz,lemon juice,1,668
.75,oz,small hand foods pineapple gum,2,668
.5,oz,dolin blanc,3,668
1,dash,orange bitters,4,668
